id,type,room,room_name,object,dutch,en
msg:166,message,any,,,"
      +++ Welkom in het dodenrijk +++

Wil je dat ik je reïncarneer ? (toets J of N)","
      +++ Welcome to the realm of the dead +++

Do you want me to reincarnate you ? (press Y or N)"
msg:167,message,any,,,"Ok, maar neem me niet kwalijk als er iets fout gaa..

         --- P O E F F ---

Je wordt omgeven door oranje rook en als die optrekt
ben je.......","Ok, but don't blame me if something goes wro..

         --- P O O F F ---

You are surrounded by orange smoke and as it clears
you are......."
msg:168,message,29,Kasteeltoren,,Het luik zit muurvast.,The hatch is stuck fast.
msg:169,message,any,,,Wat voor luik ?,What kind of hatch ?
msg:170,message,any,,,"Dracula ontwijkt met gemak alle aanvallen. Een vreemde
blik in zijn ogen doet je verstijven terwijl Dracula
begint te grinniken.","Dracula dodges every attack with ease. A strange
look in his eyes makes you freeze while Dracula
begins to snicker."
msg:171,message,any,,,"Dracula neemt je rustig op en verroert geen vin.
Jouw aanvallen lijken niets uit te halen.","Dracula sizes you up calmly and doesn't stir a muscle.
Your attacks seem to have no effect."
msg:172,message,any,,,"'Ik hou wel van pittige hapjes' grinnikt Dracula en
komt naar je toe. Vreemd genoeg halen jouw aanvallen
niets uit.","'I do like a spicy little snack' Dracula snickers and
comes toward you. Strangely enough your attacks have
no effect."
msg:173,message,any,,streng knoflook,"Dracula sist en deinst achteruit. Hij wordt duidelijk
afgeschrikt door de geur van de knoflook. Hij kan zich
echter tamelijk snel herstellen.","Dracula hisses and recoils. He is clearly
repelled by the smell of the garlic. He recovers,
however, fairly quickly."
msg:174,message,any,,,"Hij verdraagt het licht slecht en valt neer. Met zijn handen
voor zijn ogen probeert hij weer op te staan.","He can hardly bear the light and falls down. With his hands
over his eyes he tries to get up again."
msg:175,message,any,,kleine brandende lantaren,Je hebt de lamp niet bij je!,You aren't carrying the lamp!
msg:176,message,51,Nauwe nis,,"Je ziet een verlaten  kasteeltoren die schaars verlicht wordt
door een klein raampje. Een zware houten kist staat langs de
kant.","You see a deserted castle tower, dimly lit
by a small window. A heavy wooden chest stands to one
side."
msg:179,message,any,,,"Dat is zeer vrijgevig, maar je moet wel vermelden
wat je wilt geven.","That's very generous, but you do have to mention
what you want to give."
msg:180,message,any,,,Het wordt niet aangepakt.,It is not accepted.
msg:181,message,12,Herberg,gouden duivelaarsmunt,Je hebt de munt niet bij je.,You aren't carrying the coin.
msg:182,message,12,Herberg,gouden duivelaarsmunt,"De waard pakt de munt en zegt:

  ' Dank je, maar de munt is totaal niet waardevol '","The innkeeper takes the coin and says:

  ' Thanks, but the coin isn't worth anything at all '"
msg:183,message,any,,,"Bugje

Je wilt dus kommentaar geven op de gang van zaken.
Dat kan. tiep eerst je naam in...","Little bug

So you want to comment on how things are going.
That's fine. type in your name first..."
msg:184,message,any,,,"Typ nu in wat je op je lever hebt. Geef een lege
regel met alleen '.' in om te stoppen.","Now type in what's on your mind. Give an empty
line with only '.' on it to stop."
msg:185,message,any,,,Ik zet nu alle gegevens in DRACULA.SAV.....,I'm now putting all the data into DRACULA.SAV.....
msg:186,message,any,,,Ik haal nu alle gegevens uit DRACULA.SAV......,I'm now fetching all the data from DRACULA.SAV......
msg:187,message,any,,,"Wil je nu met het spel stoppen ?
Moet ik het spel snel even bewaren, zodat je
later verder kunt gaan waar je gebleven was? (toets J of N)","Do you want to stop playing now ?
Shall I quickly save the game for you, so that you
can carry on later where you left off? (press Y or N)"
msg:188,message,any,,,"Een stem zegt ' Vtoc error on @Acct 31/5.8: Can't access file '
Dat zal ik even voor je vertalen, want die kompjoeters van tegenwoordig
spreken de vreemdste talen. Hij probeert te zeggen dat je niet meer terug
kan naar een oude plaats die je bewaard hebt met het 'bewaar' kommando.
Misschien moet je een andere schijf erin doen, of heb je helemaal niks
bewaard? Dan wordt het wel moeilijk voor mij.","A voice says ' Vtoc error on @Acct 31/5.8: Can't access file '
I'll just translate that for you, because those compewters these days
speak the strangest tongues. He's trying to say that you can't go back
to an old spot that you saved with the 'save' command.
Maybe you should put a different disk in, or did you not save anything
at all? Then it gets rather difficult for me."
msg:189,message,12,Herberg,,Het lijkt alsof de waard wat rustiger wordt.,It seems the innkeeper is growing a little calmer.
msg:190,message,12,Herberg,vlijmscherpe bijl / botte bijl,"De bijl suist langs de waard z'n hoofd en hij wordt razend.
Hij pakt de bijl en gooit die met ongelofelijke kracht terug.
Je wijkt echter uit en de bijl raakt iemand achter je. Deze loopt
gillend de herberg uit en verdwijnt snel.","The axe whizzes past the innkeeper's head and he goes berserk.
He grabs the axe and hurls it back with unbelievable force.
You dodge, however, and the axe hits someone behind you. That person runs
screaming out of the inn and quickly vanishes."
msg:191,message,12,Herberg,zwaar kapmes,"De waard ontwijkt snel het mes en raapt het op. Hij bekijkt het
rustig,geeft het terug en zegt 'Dat zou ik niet nog een keer
doen..'","The innkeeper quickly dodges the knife and picks it up. He examines it
calmly, hands it back and says 'I wouldn't do that
again..'"
msg:192,message,12,Herberg,vlijmscherpe bijl / botte bijl,"De bijl mist de waard op een meter. Hij pakt hem en
gooit hem terug. De bijl slaat in een houten pilaar. Met veel moeite trek
je de bijl weer uit het hout.","The axe misses the innkeeper by a metre. He grabs it and
throws it back. The axe strikes a wooden pillar. With great effort you pull
the axe out of the wood again."
msg:193,message,12,Herberg,vlijmscherpe bijl / botte bijl,De bijl van op de grond.,The axe off the ground.
msg:194,message,12,Herberg,vlijmscherpe bijl / botte bijl,"De bijl raakt iemand en suist tegen de muur. De man die
geraakt was rent gillend de herberg uit.","The axe hits someone and clangs against the wall. The man who
was hit runs screaming out of the inn."
msg:195,message,12,Herberg,zwaar kapmes,Het mes komt trillend in een houten balk terecht.,The knife lands quivering in a wooden beam.
msg:196,message,12,Herberg,zwaar kapmes,Het mes komt op de grond terecht.,The knife lands on the ground.
msg:197,message,12,Herberg,zwaar kapmes,De waard wordt licht geraakt en het mes ligt nu op de grond.,The innkeeper is lightly hit and the knife now lies on the ground.
msg:198,message,dead,(onbereikbaar — nooit getoond in het spel),,"Dracula ontwijkt het wapen met gemak en het valt
op de grond. Dracula vertrekt geen spier..","Dracula dodges the weapon with ease and it falls
to the ground. Dracula doesn't move a muscle.."
msg:199,message,any,,,Ik zou natuurlijk ook wel willen weten wat je zou willen pakken.,I would of course also like to know what you'd want to take.
msg:200,message,any,,,Moet ik soms bepalen wat je weg wilt gooien ?,Am I supposed to decide what you want to throw away ?
msg:201,message,any,,klein briefje,"        ******* Spelregels van DRACULA ADVENTURE *******

Velen hebben reeds getracht de schat van Lord Dracula te vinden, weinigen zijn
teruggekomen. Jij wilt het dus ook proberen...dan moet je het volgende weten:

Typ kommando's in na de -> en gebruik twee woorden. Wil je bijvoorbeeld
naar het westen toe, typ dan GA WEST in en druk de RETURN toets in. Als
je wilt zien waar je bent typ je bijvoorbeeld KIJK. Ik ken een aantal
nederlandse woorden waarmee je zinnen van maximaal twee woorden moet maken.
Doel van het spel is de grote schatten te vinden. Vanzelf blijkt wel of je
aan het einde van het avontuur bent of niet. Als je ergens naartoe wilt lopen
kan je, als dat aangegeven is, in de windroos  richtingen lopen,
dus GA NOORD,ZUID,OOST,WEST,OMHOOG,OMLAAG of ERUIT.
Dan kan je, als de richting niet duidelijk is ook naar een
bepaald objekt toe. Als er bv een huis staat, dan kan je
BETREED HUIS of GA HUIS proberen. Andere opdrachten zijn:
INVENTARIS, om te zien wat je bij je hebt, BEKIJK of ONDERZOEK, om iets
nauwkeurig te onderzoeken, BEWAAR SPEL, om huidige toestand op te slaan en
LAAD SPEL om weer terug te halen. Verder kan je verschillende opdrachten
afkorten. Zo is I hetzelfde als INVENTARIS, K hetzelfde als KIJK en
bijvoorbeeld W hetzelfde als GA WEST. Je kan op 1 regel meerdere kommando's
geven als je ze scheidt door een punt, dus bv. GA NOORD.PAK KERSTBOOM.

                      * * * * veel sukses * * * *","        ******* Rules of DRACULA ADVENTURE *******

Many have already tried to find the treasure of Lord Dracula, few have
returned. So you want to try it too...then you need to know the following:

Type commands after the -> and use two words. If for example you want
to go west, type GO WEST and press the RETURN key. If
you want to see where you are, type for example LOOK. I know a number
of english words with which you must make sentences of at most two words.
The aim of the game is to find the great treasures. It will become clear whether
you're at the end of the adventure or not. If you want to walk somewhere
you can, where it is indicated, walk in the compass directions,
so GO NORTH,SOUTH,EAST,WEST,UP,DOWN or OUT.
Then, if the direction is not clear, you can also go toward a
certain object. If for example there is a house, you can try
ENTER HOUSE or GO HOUSE. Other commands are:
INVENTORY, to see what you're carrying, EXAMINE or INSPECT, to look at something
closely, SAVE GAME, to store the current state and
LOAD GAME to fetch it back again. You can also abbreviate various commands.
Thus I is the same as INVENTORY, L the same as LOOK and
for example W the same as GO WEST. You can give several commands on one
line if you separate them with a period, so e.g. GO NORTH.TAKE CHRISTMASTREE.

                      * * * * good luck * * * *"
msg:202,message,any,,klein briefje,Welk papier ?,Which paper ?
msg:203,message,1,Slaapkamer,,Het raampje is te klein om erdoor te kunnen klimmen.,The little window is too small to climb through.
msg:204,message,1,Slaapkamer,zwaar eikenhouten bed,"Een geloogd massief eiken bed pakken ?? Ik denk
dat je het niet eens kan tillen!","Take a leached solid oak bed ?? I don't think
you could even lift it!"
msg:205,message,1,Slaapkamer,zwaar eikenhouten bed,"Mhhhhhnnnnggggg...Nee, het lukt niet.","Mhhhhhnnnnggggg...No, it won't work."
msg:206,message,2,Hal,,Er zit geen deksel op de kist.,There is no lid on the chest.
msg:207,message,2,Hal,,"Puur vakmanschap. Het schrijnwerk is uitgehouwen  in prachtige
motieven met voorstellingen van fruit, verschillende gebruiks-
voorwerpen en aan de voorzijde een inscriptie in een vreemde taal.","Pure craftsmanship. The joinery is carved in beautiful
motifs depicting fruit, various household
objects and, on the front, an inscription in a strange language."
msg:208,message,2,Hal,,"Eigenlijk niets bijzonders, als je bedenkt dat hier vroeger
waarschijnlijk een kachel heeft gestaan.","Nothing special really, considering that there was
probably a stove standing here once."
msg:209,message,2,Hal,,"Er staat ""set pen eos tiam nnmai tsoen eptes"" geschreven.","It reads ""set pen eos tiam nnmai tsoen eptes""."
msg:210,message,any,,,"Leuk geprobeerd, maar dat is een oud en uitgewerkt toverwoord.","Nice try, but that's an old and worn-out magic word."
msg:211,message,any,,,pffffff,pffffff
msg:212,message,14,Zolder (herberg),,"Ik schat...b-positief
(alhoewel je dat natuurlijk nooit zeker weet)","I reckon...B-positive
(though of course you can never be quite sure)"
msg:213,message,any,,dik gehavend boek,"Als je iets wil lezen weet ik echt wel, dat je alleen in de
inhoud geïnteresseerd bent. Oftewel: doe geen moeite!","If you want to read something I know full well you're only
interested in the contents. In other words: don't bother!"
msg:214,message,14,Zolder (herberg),,"
         I N C O R E  A U T O M A T I S E R I N G

              Uw leverancier van kwaliteitssoftware

                 *
         *              *
                               *              *



                                 *           *

                   Surf naar www.cosninix.com/dracula","
         I N C O R E  A U T O M A T I S E R I N G

              Your supplier of quality software

                 *
         *              *
                               *              *



                                 *           *

                   Surf to www.cosninix.com/dracula"
msg:215,message,any,,,.. tijd verstrijkt ...,.. time passes ...
msg:216,message,20,Kasteel (ingang),,"       +--------------------------------+
       !  D R A C U L A   C A S T L E   !
       !                                !
       ! Melden bij portier, bloedgroep !
       ! opgeven graag. Openingstijden: !
       !                                !
       !  Maandag-zaterdag 0.00-6.00    !
       !      Zondags gesloten          !
       +--------------------------------+","       +--------------------------------+
       !  D R A C U L A   C A S T L E   !
       !                                !
       ! Report to porter, please give  !
       ! your blood type. Opening hours:!
       !                                !
       !  Monday-Saturday 0.00-6.00     !
       !      Closed on Sundays         !
       +--------------------------------+"
msg:217,message,17,Donker woud (boom),,"Het zijn zware laarsafdrukken, en hier en daar pootafdrukken
van verschillende dieren.","They are heavy bootprints, and here and there pawprints
of various animals."
msg:218,message,"25, 28",Balkon / Torendak,,"Iaaaaaahhhhhhhhhhh.....

        >>>>> B A F F <<<<<

Helaas, ik denk dat deze sprong iets teveel van je gevergd heeft.
Je sterft na enige ogenblikken.","Iaaaaaahhhhhhhhhhh.....

        >>>>> B A F F <<<<<

Alas, I think this jump asked a bit too much of you.
You die after a few moments."
msg:219,message,29,Kasteeltoren,,"Je ziet het bos, verlicht door een volle maan, die net achter
de wolken vandaan komt.","You see the forest, lit by a full moon just emerging
from behind the clouds."
msg:220,message,29,Kasteeltoren,,"Het is buiten pikkedonker. Met veel moeite kan je de contouren
van het bos zien en enig licht dat uit de richting van het dorp schijnt
te komen.","It is pitch dark outside. With great effort you can make out the contours
of the forest and some light that seems to come from the direction of the village."
msg:221,message,29,Kasteeltoren,,"De maan komt net achter de wolken vandaan en verlicht het bos. Heel
in de verte aan de horizon zie je het weerlichten.","The moon just emerges from behind the clouds and lights the forest. Far
off on the horizon you see sheet lightning."
msg:222,message,31,Wenteltrap,,"Je hoort een zwaar, monotoon gebonk. Af en toe lijkt het geluid zwakker
te worden, om even later het gewelf weer te laten beven van het lawaai.","You hear a heavy, monotonous thumping. Now and then the sound seems to grow
weaker, only to make the vault tremble with the noise again a moment later."
msg:223,message,30,Wenteltrap (vertikaal),,"Een lange ladder staat tegen de wand en reikt tot aan een gat, dat
hoog bovenin de wand is geslagen.","A long ladder stands against the wall and reaches up to a hole struck
high up in the wall."
msg:224,message,33,Spionageruimte,,"                 >>>> BAF <<<<

Je bezeert je enkel maar het valt gelukkig erg mee.","                 >>>> BAF <<<<

You hurt your ankle but luckily it's not too bad."
msg:225,message,54,Harnas,,De hal is verlaten.,The hall is deserted.
msg:226,message,54,Harnas,,"Je ziet een man met een zwarte mantel de trap afkomen. Beneden
gekomen wacht hij en kijkt in jouw richting. Dan knipt hij met
zijn vingers en is onmiddellijk verdwenen. De hal is nu verlaten.","You see a man in a black cloak coming down the stairs. Having reached
the bottom he waits and looks in your direction. Then he snaps
his fingers and is instantly gone. The hall is now deserted."
msg:227,message,54,Harnas,,"Het lijkt alsof je nu in het woud bent, alhoewel het beeld zeer wazig is.
Kaboutertjes lopen voor je langs en zwaaien naar je. Het beeld wordt waziger
en tenslotte zwart. Dan zie je de hal van het kasteel en een man die snel
de trap oploopt.","It seems as if you're now in the woods, though the image is very blurry.
Little gnomes walk past in front of you and wave at you. The image grows blurrier
and finally black. Then you see the hall of the castle and a man quickly
running up the stairs."
msg:228,message,any,,,Lord Dracula komt direkt voor je staan. Je kan er niet door.,Lord Dracula plants himself right in front of you. You can't get past.
msg:229,message,0,Eigen huis,,Het waait direkt weer uit je hand.,It blows straight out of your hand again.
msg:230,message,0,Eigen huis,,"Ik geloof, dat je niet helemaal begrijpt wat de bedoeling is.
Je moet steeds opdrachten geven van 2 woorden, je kan bijvoorbeeld
nu intypen:
            SLUIT RAAM ,om het raam te sluiten
            GA ZUID    ,om naar die slaapkamer te gaan
            KLIM GAT   ,om te proberen dat gat boven je te bereiken
            INVENTARIS ,om te zien wat je bij je hebt
            LEES BRIEF ,om dat briefje wat op de grond ligt te lezen.
            KIJK       ,om nog eens te zien waar je bent en wat je kan doen.","I believe you don't quite understand what the idea is.
You must always give commands of 2 words, you could for example
type now:
            CLOSE WINDOW ,to close the window
            GO SOUTH     ,to go to that bedroom
            CLIMB HOLE   ,to try to reach that hole above you
            INVENTORY    ,to see what you're carrying
            READ NOTE    ,to read that note lying on the ground.
            LOOK         ,to see once more where you are and what you can do."
msg:231,message,"0, 6",Eigen huis / Achter het huis,,"Het raam is nu gesloten.
",The window is now closed.
msg:232,message,"0, 6",Eigen huis / Achter het huis,,Het raam is nu open.,The window is now open.
msg:233,message,"0, 6",Eigen huis / Achter het huis,,"Het is al dicht.
",It's already shut.
msg:234,message,"0, 6",Eigen huis / Achter het huis,,Het raam is al open.,The window is already open.
msg:235,message,"0, 6",Eigen huis / Achter het huis,,"Dat gaat niet, het raam is dicht.","That won't work, the window is shut."
msg:236,message,37,Graftombe,zware doodskist met in gothische letters de tekst 'D R A C U L A',"De kist is te zwaar om te tillen. Het lijkt alsof er
iets in zit.","The chest is too heavy to lift. It seems as if
there's something inside it."
msg:237,message,37,Graftombe,zware geopende doodskist met op de zijkant de tekst 'DRACULA',"De kist is zo onhandig om te tillen en zo zwaar dat je eerst
alles moet laten vallen wil je de kist kunnen dragen.","The chest is so awkward to lift and so heavy that you must first
drop everything if you want to be able to carry the chest."
msg:238,message,37,Graftombe,zware geopende doodskist met op de zijkant de tekst 'DRACULA',Met veel moeite pak je de kist.,With great effort you pick up the chest.
msg:239,message,37,Graftombe,zware doodskist met in gothische letters de tekst 'D R A C U L A',"Je tilt de kist enkele centimeters op, maar er ligt niets onder.","You lift the chest a few centimetres, but there's nothing beneath it."
msg:240,message,37,Graftombe,zware doodskist met in gothische letters de tekst 'D R A C U L A',De kist is al gesloten.,The chest is already closed.
msg:241,message,37,Graftombe,zware geopende doodskist met op de zijkant de tekst 'DRACULA',De kist gaat niet meer dicht.,The chest won't close any more.
msg:242,message,37,Graftombe,zware doodskist met in gothische letters de tekst 'D R A C U L A',"Je opent de kist met veel moeite...  Als je erin probeert te
kijken, zie je het levenloze lichaam van Dracula. Na enige tijd
piept een digitale kerkklok ....","You open the chest with great effort...  When you try to look
inside, you see the lifeless body of Dracula. After a while
a digital church clock beeps ...."
msg:243,message,37,Graftombe,,".. het eerst levenloze lichaam beweegt en opent de ogen. Dracula
   kijkt je vervolgens aan, maakt een sissend geluid, springt op
   en duwt je met kracht naar achter.",".. the once lifeless body moves and opens its eyes. Dracula
   then looks at you, makes a hissing sound, springs up
   and shoves you back with force."
msg:244,message,37,Graftombe,zware geopende doodskist met op de zijkant de tekst 'DRACULA',De kist is al open.,The chest is already open.
msg:245,message,37,Graftombe,zware doodskist met in gothische letters de tekst 'D R A C U L A',"Een loodzware kist met in fraaie oud gothische letters de tekst
               ' D  R  A  C  U  L  A'
uitgebeiteld. Op de kist ligt een zwaar en stoffig deksel. De kist is
bedekt met spinnewebben en lijkt in tijden niet gebruikt of aangeraakt.","A lead-heavy chest with the text
               ' D  R  A  C  U  L  A'
chiselled in fine old gothic letters. On the chest lies a heavy, dusty lid. The chest is
covered in cobwebs and seems not to have been used or touched in ages."
msg:246,message,37,Graftombe,zware geopende doodskist met op de zijkant de tekst 'DRACULA',"Het is een zware open kist met aan de voorkant de tekst
                    ' D R A C U L A '
in bloedrode letters. Binnenin de kist ligt niets dan wat stof. In de
onderkant van de kist zijn diepe groeven gesleten, alsof de kist ergens
vanaf is gegleden.","It is a heavy open chest with on the front the text
                    ' D R A C U L A '
in blood-red letters. Inside the chest lies nothing but some dust. In the
bottom of the chest deep grooves are worn, as if the chest has slid down
from somewhere."
msg:247,message,any,,,Dat heb je al in je handen.,You've already got that in your hands.
msg:248,message,any,,scherven,Ben je gek? Dat kost je je vingers.,Are you crazy? That'll cost you your fingers.
msg:249,message,22,Lange gang,,"Je ziet Dracula, die duidelijk met angst om een lichtvlek in de
vorm van een kruis heen loopt. Hij opent de deur van slaapkamer 2
en gaat naar binnen.","You see Dracula, who clearly walks with fear around a patch of light in the
shape of a cross. He opens the door of bedroom 2
and goes inside."
msg:250,message,30,Wenteltrap (vertikaal),,Je ziet nog net een schaduw in de smalle noordelijke gang.,You just catch sight of a shadow in the narrow northern corridor.
msg:251,message,31,Wenteltrap,,"Als je boven bent staat Lord Dracula te wachten voor de zware deur.
Dan lacht hij en loopt snel verder omhoog.","When you reach the top, Lord Dracula stands waiting before the heavy door.
Then he laughs and quickly walks on upward."
msg:252,message,32,Gewelf,,"Dracula loopt de trap op en kijkt nog even achterom, het lijkt alsof
hij wil weten of je hem volgt.","Dracula walks up the stairs and glances back for a moment, as if
he wants to know whether you're following him."
msg:253,message,37,Graftombe,,Dracula verdwijnt via de trap.,Dracula disappears up the stairs.
msg:254,message,24,Kasteelslaapkamer 2,,"Dracula komt dichterbij en staat op het punt om je aan te vallen. Hij
ziet er uit alsof hij zeer zeker van zijn zaak is.","Dracula comes closer and is about to attack you. He
looks as if he's very sure of himself."
msg:255,message,24,Kasteelslaapkamer 2,,Dracula schiet op je af en haalt uit.,Dracula darts at you and lashes out.
msg:256,message,24,Kasteelslaapkamer 2,,"Dracula valt nu definitief aan en met een simpel gebaar wurgt hij je.
Voordat je bewusteloos wordt zie je hem weglopen. Hij lijkt niet eens
onder de indruk.","Dracula now attacks for good and with a simple gesture he strangles you.
Before you pass out you see him walk away. He doesn't even seem
impressed."
msg:257,message,"22, 24",Lange gang / Kasteelslaapkamer 2,,De deur zit muurvast in het slot.,The door is stuck fast in the lock.
msg:258,message,any,,,"Deze pogingen halen niets meer uit. Dracula lijkt verveeld door
het gebrek aan fantasie.","These attempts achieve nothing more. Dracula seems bored by
the lack of imagination."
msg:259,message,any,,,Er gebeurt niets.,Nothing happens.
msg:260,message,24,Kasteelslaapkamer 2,,"'Aaaargghhhh'! Van schrik deinst de vampier achteruit.
Hij gaat tegen een muur staan en houdt zijn handen voor z'n ogen.","'Aaaargghhhh'! The vampire recoils in fright.
He backs against a wall and holds his hands over his eyes."
msg:261,message,24,Kasteelslaapkamer 2,houten hamer,Je hebt geen hamer.,You don't have a hammer.
msg:262,message,24,Kasteelslaapkamer 2,houten wig,"Lijkt me vrij nutteloos. Als je de wig zo bekijkt is deze alleen maar
geschikt om vampieren mee af te maken.","Seems fairly useless to me. Looking at the wedge like this it's only
good for finishing off vampires."
msg:263,message,24,Kasteelslaapkamer 2,,"Pinnen in vampieren slaan kan alleen maar als ze in een tamelijk
gekalmeerde toestand verkeren. Deze is meer in de tegenovergestelde
toestand en is er toe in staat jou af te maken in plaats van andersom.","Driving stakes into vampires only works when they're in a fairly
calmed state. This one is rather in the opposite
state and is capable of finishing you off instead of the other way around."
msg:264,message,24,Kasteelslaapkamer 2,,"De vampier gilt en valt neer. Even blijft het lichaam roerloos, om
dan plotseling te worden omgeven door zwarte rook. Een zeer snel
verouderingsproces begint en na enkele seconden lijkt het alsof er
een eeuwenoud lijk voor je ligt. Dan vergaat het en blijft er slechts
stof over.","The vampire screams and falls down. For a moment the body lies motionless, then
is suddenly surrounded by black smoke. A very rapid
ageing process begins and after a few seconds it seems as if
an age-old corpse lies before you. Then it decays and only
dust remains."
msg:265,message,31,Wenteltrap,,"De ruimte wordt plotseling geheel stil...Het blijft geruime tijd
rustig totdat een luide kreet van diep onder in het kasteel de stilte
doorbreekt. Het lijkt alsof de deur nu zwaar uitademt, maar in ieder
geval klinkt daarna weer het oude geluid. De deur blijft gesloten.","The room suddenly falls completely silent...It stays quiet for
quite some time until a loud cry from deep in the castle breaks
the silence. It seems as if the door now exhales heavily, but in any
case the old sound returns afterward. The door stays shut."
msg:266,message,31,Wenteltrap,,"Een zware slag en de deur piept en knarst. Langzaam draait de deur open,
de toegang vrijmakend naar een duistere kamer.","A heavy blow and the door squeaks and grinds. Slowly the door swings open,
clearing the way into a dark room."
msg:267,message,31,Wenteltrap,,Een holle lach klinkt achter de deur. Verder gebeurt er niets.,A hollow laugh sounds behind the door. Nothing else happens.
msg:268,message,31,Wenteltrap,,"De deur zit dicht en zelfs honderd paarden zouden de deur niet open
kunnen trekken.","The door is shut and even a hundred horses couldn't pull the door
open."
msg:269,message,34,Kruiskamer,gevaarlijke kruisspin,"De spin komt snel op je af en loopt over je been. Daar dit soort
spinnen de vervelende gewoonte hebben om hun gif in hun prooi te
spuiten gaat het op het ogenblik niet zo best met je en.. ze valt nu aan.","The spider quickly comes at you and crawls over your leg. Since this kind of
spider has the nasty habit of injecting its venom into its prey,
things aren't going too well for you at the moment and.. she now attacks."
msg:270,message,34,Kruiskamer,gevaarlijke kruisspin,De spin komt op je af.,The spider comes at you.
msg:271,message,34,Kruiskamer,"fles gevuld met blauw,giftig water / gevaarlijke kruisspin","Het gif stroomt uit de fles en de spin, die natuurlijk uitgedroogd
was van al die jaren wachten op een prooitje, vliegt op de vloeistof af.
Op het moment dat ze het gif aanraakt sterft de spin.","The poison streams out of the bottle and the spider, naturally parched
from all those years waiting for a bit of prey, darts at the liquid.
The moment she touches the poison the spider dies."
msg:272,message,34,Kruiskamer,gevaarlijke kruisspin,De spin ontwijkt handig elke beweging.,The spider deftly dodges every move.
msg:273,message,54,Harnas,,"Je ziet van hieruit de kruiskamer. De wanden zijn hier met
bloed besmeurd en er liggen hier restanten van dieren.
In de hoek zie je een geraamte. Een groot vuur verspert de doorgang
naar een hiernaast gelegen kamer. De zware houten deur is open. Het
lijkt alsof je vanuit het harnas de hitte van het vuur minder voelt.
Ook blijkt er nu enige beweging in het harnas te zitten.","From here you see the cross room. The walls here are smeared
with blood and there are remains of animals lying about.
In the corner you see a skeleton. A great fire blocks the passage
to an adjacent room. The heavy wooden door is open. It
seems that from inside the armour you feel the heat of the fire less.
There also appears to be some movement in the armour now."
msg:274,message,54,Harnas,,"Je ziet van hieruit de schatkamer. De wanden lijken licht te geven
door een vreemde weerkaatsing van het vuur. Licht valt door een gat
hoog bovenin deze ruimte. Doordat je in het harnas zit voel je de warmte
van het vuur een stuk minder.","From here you see the treasure chamber. The walls seem to give off light
through a strange reflection of the fire. Light falls through a hole
high up in this chamber. Because you're inside the armour you feel the heat
of the fire a good deal less."
msg:275,message,54,Harnas,,"Onmogelijkheid, foutje in Dracula of zo, want als je het harnas bij
je hebt zou je er niet in mogen kunnen.","Impossibility, a bug in Dracula or something, because if you're carrying
the armour you shouldn't be able to get in it."
msg:276,message,any,,groot ijzeren harnas,Ik zie geen harnas hier.,I don't see any armour here.
msg:277,message,54,Harnas,groot ijzeren harnas,"Met veel moeite kan je het harnas bewegen. Je voelt een ongelofelijke
hitte als je door het vuur loopt, maar het harnas biedt net voldoende
bescherming. Je bent nu in een andere kamer.","With great effort you can move the armour. You feel an incredible
heat as you walk through the fire, but the armour offers just enough
protection. You are now in another room."
msg:278,message,54,Harnas,,"Het vuur lijkt nu feller dan ooit maar je komt er door met wat gebrande
billen. Je kunt dus dadelijk op je blaren gaan zitten, maar eerst moet
je nog even de laatste loodjes van dit avontuur afleggen. (Het kasteel
begint nu namelijk te beven en persoonlijk ben ik van mening dat de
fundamenten van het kasteel daar niet zo tegen kunnen)","The fire seems fiercer now than ever but you get through it with a somewhat
scorched behind. So you'll soon be sitting on your blisters, but first you
still have to see out the home stretch of this adventure. (The castle,
you see, is now beginning to tremble and personally I'm of the opinion that the
foundations of the castle can't take too much of that)"
msg:279,message,26,Smalle rand,zware geopende doodskist met op de zijkant de tekst 'DRACULA',"De kist begint te glijden en je schiet met grote snelheid omlaag.
De kist volgt het uitgesleten spoor en na een dodenrit van een kwartiertje
kom je het dorp ingegleden. Dan stopt de kist..","The chest begins to slide and you shoot downward at great speed.
The chest follows the worn track and after a fifteen-minute death-ride
you come sliding into the village. Then the chest stops.."
msg:280,message,34-35,Kruiskamer / Schatkamer,,"De desintegratietemperatuur van de gemiddelde avonturier ligt ver
beneden de waarde die nu bereikt is. Het effekt is weinig hoopvol.","The disintegration temperature of the average adventurer lies far
below the value now reached. The effect is hardly hopeful."
msg:281,message,11,Dorpsstraat,"schatkist, vol met gouden munten","Alle dorpelingen en ook de TROS (Transylvania Radio Omroep Stichting) zijn
aanwezig om je te feliciteren. Er zijn ook enkele heren van de belasting-
dienst aanwezig die willen weten wat er in de kist zit die je bij je hebt.
Ook blijkt dat zojuist de vampieren tot de beschermde diersoorten worden
gerekend zodat je je binnenkort voor de rechter moet verantwoorden. Er
zijn enkele leden van de aktiegroep 'Stop de Vampierenmoord' aanwezig, die
je agressief bejegenen. Het blijkt dat ze allemaal een zwarte jas aan
hebben..................","All the villagers and also the CNN (Coffin News Network) are
present to congratulate you. A few gentlemen from the tax
office are also present, wanting to know what's in the chest you're carrying.
It also turns out that vampires have just been classed among the protected
species, so you'll shortly have to answer for yourself in court. A few
members of the action group 'Stop the Vampire Slaughter' are present, treating
you aggressively. It turns out that they're all wearing a black coat
.................."
